sentiment,txt
negative,﻿ عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول
negative,إلى بشار الاسد : كــــس أخـــتـــــك :)
negative, من يستمتع برؤية الناس في مواقف محرجة فهو سادي و غير اصيل و نفسه ضعيفة و مريضة
negative,وسدئيني انكووو كلاب 
positive,يا صاحب الفرج 
positive,الحمد لله كلما ارى ناس اسلموا تعم الفرحة في قلبي
negative,بعئد
positive,موضوع اكتر من رآئع ...
positive,ما أجمل الحياة برضى الله
negative,﻿ أصلا ابو وديع لو كان اجا كان خسر 
negative,الى ابن بشار الاسد: كس اخت ابوك:)
positive,صباحكم سعاده
negative, فعلا برنامج ساقط واللي بيتابعه أسقط منه..
negative,﻿و الله مش طبيعي حرام و الله غير تنتشر السرقة و النهب خرب الامان النشور
positive,الله على الكلام  يا رب أعينا
positive,﻿يا من يرزق النعاب في عشّه .. هيّء لنا مقادير 
negative,﻿ غبي انتا اشي !! الصووووت هاد بتشبهو بجورج وسوف
positive,اللهم اعنا ع ترك كل ما لا ترضي 
negative,ولك تفيييه عليك
negative,ما بكره حد قدك
positive,﻿صباح الخير لك ياشيخ ... لكم كلماتك دائما تشعرني بالامان و السكينة و الرضي بما كتب الله 
negative,﻿الاردن فيه طاقة شمسية بتغنينا عن استخدام المفاعلات ،،، تخيلو معي الطريق بين عمان و العقبة كلها ارض فاضية و صحرا منقدر نستغلها في بناء خلايا شمسية ،،،، احنا مش ضد انا نتطور و لكن الدول "المتطورة" عم بتخلو عن الطاقة النووية اللي رافقها مشاكل صحية و بيئية عديدة و عم بسبتدلوها بالطاقة المتجددة ،،، طاقة نظيفة و غير مكلفة
negative,﻿ استخفف التحكيم
positive,كلام ذهب
negative,﻿ والله خبل 
negative, تخسا هما وكل واحد بشد عأيدهم مشكلتو شعب سوري يدعون البراءه وهم في قمة النذاله
negative, مهزلة التاريخ
negative, foxboxer4 حرام عليك ماتشوفه شلون يصارخ كانه مشجع في ملعب
negative,شو هاض المنشور الوسخ 
negative,ما اقسى غربة الروح
positive,حلوه اوى الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو
positive,حلو صديق عمري 
negative,رائعة الحَرف نَقية المَعنى
negative,اغرورقت عيناي بالدموع
positive,يارب وانت إدعيلي
positive,ياااااارب اعنا على عدم معصيتك
positive,الله يثبته يا رب ويثبتنا احنا كمان 
positive,﻿سبحان الله مالك السموات و الارض
negative, هذا معوق جنة جورج وسوف
positive,ما أجمل ديننا الاسلامي 
positive,روشتة علاج لأخطر الإسقام بارك الله في كاتبها
positive,﻿اعنكم الله و تقبل منكم و يسر طريقكم
negative, وش التخلف هذا 
negative, يلعن اخت اليهود اذا بدهم يرجعو شبر من فلسطين ل هاالمنا
positive,اللهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين
negative,ولاةُ أمرك الوهابيين يكرعون الخمر والسديقي كرعاً بالسر والعلن دون تطبيق الحدود عليهم!! 
positive,من رافق وافق
negative, لجنة فاشله تتمسخر على المتقدمين 
negative,﻿ أنوا ا ا ا ا ا ا اع الشماته هالكلبا 
negative,﻿ وعرض اختي انك لاسع ياادمن عساس لو بدها تضرب من هسة خايفة منك
negative,نحن في زمن يهان فيه المرء ويكرم فيه الكلب 
positive,استاذ عمرو يا ريت شوية تركيز على اخوتنا في بورما انهم يتعرضوا لحرب اباده حقيقيه
negative,﻿المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة
positive,حفظ سور جديدة و تسميعها فى الصلاة يساعد على التركيز
positive,﻿ابتسم امام كل الناس لتسرهم و تجبر خواطرهم فتبسمك في وجوههم صدقه
positive,ما احلى الوجود بقرب الله
negative, ههههههه والله صدقتي همة اصعب شئ الستين سنة الاوليات
positive,إنه دين يسر وليس بدين عسر
negative, قرف يقرف اللبنانيين شو تافهين
negative,الأردن رح يولع يا نسور 
negative,لا بقلو بيضه حكي فارط .. احنا الاردنيه ما حد بيطلع معنا براس ..
positive,صحيح
positive,﻿اه و النعمة 
negative,يا اخوان احنا قرفنا
positive,صباح الزنبق والفل والياسمين
positive,اصلي يروح الهم ينشرح صدري ب الصلاة
positive,يا مصلح القلوب أصلح أحوالنا
positive,نفع الله بك يا دكتور
positive,﻿لست الأفضل و لكن لي أسلوبي سأظل دائماً اتقبل رأي الناقد و الحاسد 
negative,شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله اله الله
positive,تبتنا ياربن علي دكرك وشكرك و حسن الخشوع في صلاتك
negative,﻿صحح الخبر . مش تحرير المشتقات النفطية و إنما توليعها
negative,حيوان وكلب الله يموتك
positive,يارب اعني على هذا القرار
negative,الله يلعن ام هيك نمر
positive,ربنا لتزغ قلوبنا بعد إذ هديتنا
negative, الشو اسمو ستار أكاديمي ولا المسخره عل العالم أكاديمي
positive,الله يفتح عليك
positive,أهلاً وسهلاً بحضرتك :))
negative,مش النووي (ان صار وما اظنش اسرائيل تسمح باقامته بهالسهولة) هو اللي بيعني انو احنا متطورين او متقدمين!
positive,﻿صباح الإبتسامة مرسومة على محياك .. ربي اجعل حياتي و حياة أحبتي نور على نور
negative,ياحيوان ماشي ريال مدريد
negative, متفقين معهم... و البرنامج خايس
negative,بس أنا مش منهم ولا البنات يلي بالجروبات
negative,﻿والله احنا مو ناقصنا وجع قلب ... بس ضايل علينا النووي .... و صحة البشر مش برضو خطية المسؤولين ... و ﻻ خلص ما عاد في شي فارق !!!! والله عحب
positive,انا انصح كل انسان ان لايكذب لان الكذب مداه قصير
positive,اللهم أصلح شأنى
positive,﻿و الله انت حبيبي 
negative, سوبر حمار والله هذا السوبر حما سبب في تخلفنا
negative, فعلا زي ما حكى اخر شي .... مهزلة .. وانا مهزلة اللي ضيعت وقتي اشوف هيك مسخرة .. فعلا اني مسخرة
positive,و الله أنا بقول كده م الصبح
negative, اتفه برنآمج عآلمي 
negative,لا مو حلو
negative, تدرون يا جماعة الخير انها بتتعدب والله 
positive,﻿ما شاء الله الله يثبتك
positive,﻿بجد تحفة
positive,قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم
negative, حرف الراء مصيبة ي ريس
